Fecha,AJO1N,CEN1N,CAP1N,COR1N,EMA1N,EPG1N,FEO1N,JOV1N,SJR1N,AJO2C,CEN2C,CAP2C,COR2C,EMA2C,EPG2C,FEO2C,JOV2C,SJR2C,AJO3O,CEN3O,CAP3O,COR3O,EMA3O,EPG3O,FEO3O,JOV3O,SJR3O,AJO4S,CEN4S,CAP4S,COR4S,EMA4S,EPG4S,FEO4S,JOV4S,SJR4S,CEN5P,COR5P,EMA5P,EPG5P,FEO5P,JOV5P,SJR5P,CAP6P,CAPTM,CAPHR,CAPVV,CAPDV,CAPPB,CAPPP
31/12/2023 22:00,NA,NA,0.04237,0.02385,NA,0.06257,0.04441,0.0586,0.01853,NA,NA,5.2,0.98,NA,3.37,5.28,2.78,0.38,NA,NA,0.00741,0.02454,NA,0.00299,0.005,0.00712,0.0402,NA,NA,0.01674,0.00342,NA,0.0068,0.0056,0.00778,0.00427,NA,36.17,NA,106.25,NA,NA,20.38,270.62,NA,NA,NA,NA,NA,NA
31/12/2023 23:00,NA,NA,0.03888,0.03459,NA,0.06099,0.04266,0.0608,0.01578,NA,NA,3.89,1.33,NA,3.56,6.64,4.82,0.33,NA,NA,0.00518,0.00988,NA,0.00298,0.00478,0.0065,0.0364,NA,NA,0.01497,0.00288,NA,0.0072,0.00772,0.01291,0.00329,NA,41.79,NA,138.31,NA,NA,11.33,297.21,NA,NA,NA,NA,NA,NA
01/01/2024 00:00,NA,NA,0.03676,0.02837,NA,0.04953,0.0378,0.0554,0.03255,NA,NA,2.71,1.22,NA,3.31,5.45,5.55,0.7,NA,NA,0.00395,0.01254,NA,0.00493,0.00376,0.00564,0.01811,NA,NA,0.01057,0.00288,NA,0.00987,0.00668,0.0184,0.00451,NA,51.14,NA,194.5,NA,NA,16.03,214.2,NA,NA,NA,NA,NA,NA
01/01/2024 01:00,NA,NA,0.03533,0.03282,NA,0.04403,0.03573,0.04904,0.01983,NA,NA,2.56,1.43,NA,2.67,2.3,4.42,0.44,NA,NA,0.00431,0.00496,NA,0.00581,0.00421,0.00375,0.03176,NA,NA,0.01078,0.00259,NA,0.01014,0.01355,0.02161,0.00706,NA,59.19,NA,153.04,NA,NA,23.89,180.18,NA,NA,NA,NA,NA,NA
01/01/2024 02:00,NA,NA,0.03434,0.03183,NA,0.04214,0.03625,0.04416,0.02866,NA,NA,2.49,1.7,NA,2.54,2.69,4.67,0.6,NA,NA,0.00447,0.00311,NA,0.00319,0.0036,0.00484,0.01402,NA,NA,0.0104,0.0025,NA,0.00939,0.0126,0.01894,0.00509,NA,87.48,NA,283.53,NA,NA,48.11,221.22,NA,NA,NA,NA,NA,NA
01/01/2024 03:00,NA,NA,0.03285,0.02961,NA,0.04022,0.03196,0.03675,0.02744,NA,NA,2.56,1.81,NA,3.61,2.06,4.22,0.62,NA,NA,0.00435,0.00235,NA,0.00351,0.00324,0.0049,0.01486,NA,NA,0.00896,0.00263,NA,0.00773,0.00689,0.01479,0.00475,NA,99.07,NA,230.22,NA,NA,44.54,198.99,NA,NA,NA,NA,NA,NA
01/01/2024 04:00,NA,NA,0.03126,0.0159,NA,0.03746,0.02919,0.03448,0.03449,NA,NA,2.38,1,NA,2.03,2.35,4.78,1.03,NA,NA,0.00376,0.01378,NA,0.0024,0.00392,0.00534,0.00371,NA,NA,0.00802,0.0023,NA,0.00598,0.0055,0.00909,0.00511,NA,77.27,NA,228.42,NA,NA,43.12,176.42,NA,NA,NA,NA,NA,NA
01/01/2024 05:00,NA,NA,0.02554,0.0137,NA,0.03573,0.02716,0.03015,0.03288,NA,NA,2.77,0.95,NA,2.1,3.37,4.7,1.1,NA,NA,0.00853,0.01467,NA,0.00156,0.00364,0.00446,0.00322,NA,NA,0.01017,0.00244,NA,0.00479,0.00507,0.00822,0.00429,NA,56.57,NA,111.54,NA,NA,45.41,186.77,NA,NA,NA,NA,NA,NA
01/01/2024 06:00,NA,NA,0.02608,0.00914,NA,0.0341,0.02372,0.02868,0.03197,NA,NA,2.24,0.81,NA,1.66,2.26,3.27,1.08,NA,NA,0.0065,0.01936,NA,1,0.00444,0.0029,0.00383,NA,NA,0.00916,0.0024,NA,0.00421,0.00413,0.00723,0.00457,NA,42.79,NA,89.88,NA,NA,48,194.19,NA,NA,NA,NA,NA,NA
01/01/2024 07:00,NA,NA,0.025,0.01258,NA,0.02787,0.01811,0.02562,0.03017,NA,NA,2.04,0.87,NA,1.54,1.1,3.17,0.92,NA,NA,0.00423,0.01357,NA,0.00173,0.00869,0.00313,0.00446,NA,NA,0.00772,0.00213,NA,0.00367,0.0035,0.00654,0.00419,NA,43.02,NA,71.28,NA,NA,51.57,146.42,NA,NA,NA,NA,NA,NA
01/01/2024 08:00,NA,NA,0.02181,0.01277,NA,0.02398,0.02212,0.02469,0.02843,NA,NA,2,0.84,NA,1.32,1.42,2.71,0.84,NA,NA,0.00601,0.01256,NA,0.00313,0.00459,0.00218,0.00601,NA,NA,0.00774,0.00213,NA,0.00347,0.00351,0.00656,0.0045,NA,38.19,NA,61.23,NA,NA,50.25,154.35,NA,NA,NA,NA,NA,NA
01/01/2024 09:00,NA,NA,0.02258,0.02242,NA,0.01324,0.01807,0.02539,0.02116,NA,NA,1.79,1.27,NA,1.1,1.06,1.46,0.65,NA,NA,0.00633,0.00947,NA,0.01234,0.01052,0.00257,0.01881,NA,NA,0.00682,0.00288,NA,0.00383,0.00458,0.00803,0.00536,NA,55.71,NA,47.1,NA,NA,39.51,135.77,NA,NA,NA,NA,NA,NA
01/01/2024 10:00,NA,NA,0.01687,0.02736,NA,0.0092,0.01939,0.02248,0.01383,NA,NA,1.51,1.25,NA,0.99,1.11,1.29,0.43,NA,NA,0.01763,0.01509,NA,0.02474,0.01675,0.0082,0.03386,NA,NA,0.00641,0.00387,NA,0.00403,0.00583,0.00818,0.00512,NA,81.25,NA,33.36,NA,NA,35.92,110.9,NA,NA,NA,NA,NA,NA
01/01/2024 11:00,NA,NA,0.01378,0.01339,NA,0.00892,0.01693,0.01315,0.01226,NA,NA,1.32,0.89,NA,0.88,0.99,1.13,0.36,NA,NA,0.03248,0.03242,NA,0.03459,0.03223,0.02196,0.05137,NA,NA,0.00619,0.00432,NA,0.00492,0.00583,0.00766,0.0051,NA,62.86,NA,28.91,NA,NA,21.15,80.04,NA,NA,NA,NA,NA,NA
01/01/2024 12:00,NA,NA,0.01305,0.00528,NA,0.00476,0.01293,0.0076,0.01209,NA,NA,1.23,0.7,NA,0.77,0.88,1.01,0.32,NA,NA,0.045,0.04596,NA,0.04656,0.04685,0.0368,0.06149,NA,NA,0.00629,0.00451,NA,0.00438,0.00481,0.00774,0.00542,NA,32.65,NA,9.36,NA,NA,10.07,49.32,NA,NA,NA,NA,NA,NA
01/01/2024 13:00,NA,NA,0.01044,0.0044,NA,0.00357,0.01273,0.00759,0.01156,NA,NA,1.15,0.66,NA,0.79,0.83,0.99,0.3,NA,NA,0.05895,0.05504,NA,0.05831,0.0551,0.04889,0.06735,NA,NA,0.00603,0.00429,NA,0.00357,0.00436,0.00613,0.00467,NA,16.74,NA,0,NA,NA,9.93,28.57,NA,NA,NA,NA,NA,NA
01/01/2024 14:00,NA,NA,0.01001,0.00307,NA,0.00303,0.00935,0.00656,0.0112,NA,NA,1.15,0.64,NA,0.76,0.76,0.96,0.29,NA,NA,0.06373,0.06052,NA,0.06192,0.06018,0.05332,0.06985,NA,NA,0.00569,0.00332,NA,0.00324,0.0035,0.00555,0.00495,NA,4.13,NA,0,NA,NA,11.47,21.85,NA,NA,NA,NA,NA,NA
01/01/2024 15:00,NA,NA,0.01049,0.00338,NA,0.00231,0.00846,0.00578,0.0114,NA,NA,1.13,0.63,NA,0.78,0.7,0.94,0.29,NA,NA,0.06607,0.06325,NA,0.06463,0.06404,0.05559,0.07194,NA,NA,0.00546,0.00354,NA,0.003,0.00313,0.0054,0.00496,NA,4.22,NA,0.13,NA,NA,6.68,25.5,NA,NA,NA,NA,NA,NA
01/01/2024 16:00,NA,NA,0.00732,0.00375,NA,0.00243,0.00937,0.00457,0.01111,NA,NA,1.1,0.64,NA,0.78,0.69,0.92,0.29,NA,NA,0.07101,0.06458,NA,0.06449,0.06457,0.05742,0.07405,NA,NA,0.00524,0.00334,NA,0.00295,0.00329,0.00538,0.00492,NA,10.43,NA,0.76,NA,NA,8.01,22.88,NA,NA,NA,NA,NA,NA
01/01/2024 17:00,NA,NA,0.00776,0.00591,NA,0.00542,0.01014,0.00603,0.01294,NA,NA,1.11,0.64,NA,0.78,0.7,0.94,0.32,NA,NA,0.07134,0.06241,NA,0.05989,0.06418,0.0566,0.07236,NA,NA,0.00513,0.00442,NA,0.00273,0.00309,0.00501,0.00434,NA,9.77,NA,4.77,NA,NA,7.99,17.01,NA,NA,NA,NA,NA,NA
01/01/2024 18:00,NA,NA,0.0094,0.01104,NA,0.00944,0.01286,0.01107,0.01661,NA,NA,1.12,0.69,NA,0.82,0.83,1.01,0.37,NA,NA,0.07129,0.05633,NA,0.0562,0.06082,0.05014,0.06428,NA,NA,0.00515,0.00696,NA,0.00289,0.00321,0.00519,0.00518,NA,9.64,NA,6,NA,NA,9.93,21.38,NA,NA,NA,NA,NA,NA
01/01/2024 19:00,NA,NA,0.03283,0.03311,NA,0.03908,0.02728,0.0537,0.02587,NA,NA,2.13,1.16,NA,1.41,1.2,2.12,0.57,NA,NA,0.03265,0.02689,NA,0.02917,0.03579,0.01265,0.05162,NA,NA,0.00546,0.00446,NA,0.00297,0.0032,0.00916,0.00621,NA,14.38,NA,12.66,NA,NA,8.91,35.67,NA,NA,NA,NA,NA,NA
01/01/2024 20:00,NA,NA,0.0504,0.05329,NA,0.05695,0.04287,0.0487,0.01631,NA,NA,4.19,1.44,NA,2.04,2.21,1.9,0.42,NA,NA,0.00422,0.00891,NA,0.00691,0.0096,0.01067,0.05381,NA,NA,0.00799,0.00386,NA,0.00348,0.00433,0.00636,0.00544,NA,23.79,NA,30.81,NA,NA,9.97,182.41,NA,NA,NA,NA,NA,NA
01/01/2024 21:00,NA,NA,0.03012,0.02542,NA,0.01594,0.02478,0.01595,0.01465,NA,NA,1.86,0.92,NA,0.93,1.19,1.1,0.35,NA,NA,0.02267,0.02885,NA,0.03544,0.0274,0.03361,0.05767,NA,NA,0.00631,0.00296,NA,0.00282,0.00369,0.00577,0.00479,NA,23.98,NA,34.28,NA,NA,12.66,164.7,NA,NA,NA,NA,NA,NA
01/01/2024 22:00,NA,NA,0.0201,0.0075,NA,0.01278,0.01872,0.00743,0.01271,NA,NA,1.38,0.71,NA,0.84,1,1,0.31,NA,NA,0.03373,0.04207,NA,0.03568,0.03321,0.03988,0.0591,NA,NA,0.00554,0.00281,NA,0.00266,0.00358,0.00556,0.005,NA,19.48,NA,17.53,NA,NA,5.29,65.63,NA,NA,NA,NA,NA,NA
01/01/2024 23:00,NA,NA,0.01956,0.00813,NA,0.01271,0.0205,0.0075,0.02447,NA,NA,1.51,0.72,NA,0.86,1.08,0.98,0.45,NA,NA,0.03229,0.03958,NA,0.03463,0.02826,0.03765,0.04013,NA,NA,0.00571,0.0027,NA,0.00262,0.00346,0.00522,0.01187,NA,13.43,NA,12.6,NA,NA,11.22,51.16,NA,NA,NA,NA,NA,NA
02/01/2024 00:00,NA,NA,0.01476,0.00921,NA,0.00985,0.01659,0.00847,0.02035,NA,NA,1.27,0.7,NA,0.82,0.88,0.94,0.43,NA,NA,0.03683,0.03685,NA,0.03755,0.03325,0.0351,0.04209,NA,NA,0.00528,0.00258,NA,0.00256,0.00328,0.0049,0.0052,NA,8.79,NA,17.79,NA,NA,7.46,46.52,NA,NA,NA,NA,NA,NA
02/01/2024 01:00,NA,NA,0.01372,0.00982,NA,0.00791,0.01142,0.00558,0.01389,NA,NA,1.26,0.7,NA,0.79,0.82,0.92,0.31,NA,NA,0.04017,0.03145,NA,0.04212,0.04141,0.03811,0.04928,NA,NA,0.00525,0.00249,NA,0.00269,0.00311,0.00486,0.00506,NA,7.38,NA,12.03,NA,NA,13.57,34.27,NA,NA,NA,NA,NA,NA
02/01/2024 02:00,NA,NA,0.01653,0.00942,NA,0.0079,0.00913,0.00486,0.03081,NA,NA,1.17,0.67,NA,0.71,0.65,0.91,0.34,NA,NA,0.03534,0.03131,NA,0.04416,0.04669,0.03923,0.02507,NA,NA,0.00494,0.00222,NA,0.00286,0.00299,0.0049,0.00454,NA,9.54,NA,18.56,NA,NA,18.75,34.43,NA,NA,NA,NA,NA,NA
02/01/2024 03:00,NA,NA,0.01583,0.0058,NA,0.00623,0.00924,0.00654,0.02783,NA,NA,1.17,0.66,NA,0.77,0.6,0.91,0.3,NA,NA,0.0369,0.03133,NA,0.04574,0.04422,0.03745,0.02882,NA,NA,0.00487,0.0021,NA,0.00265,0.00266,0.00475,0.00402,NA,10.18,NA,10.81,NA,NA,13.78,26.37,NA,NA,NA,NA,NA,NA
02/01/2024 04:00,NA,NA,0.0114,0.00902,NA,0.00466,0.009,0.01211,0.03532,NA,NA,1.17,0.66,NA,0.74,0.61,0.97,0.33,NA,NA,0.04487,0.02334,NA,0.04571,0.04308,0.02566,0.02078,NA,NA,0.0049,0.00202,NA,0.00251,0.00269,0.00436,0.00427,NA,9.93,NA,10.18,NA,NA,15.05,22.2,NA,NA,NA,NA,NA,NA
02/01/2024 05:00,NA,NA,0.01388,0.00809,NA,0.00717,0.01099,0.02165,0.02381,NA,NA,1.14,0.67,NA,0.77,0.62,1.24,0.32,NA,NA,0.0345,0.02701,NA,0.04147,0.0384,0.01539,0.02596,NA,NA,0.00463,0.00207,NA,0.00243,0.00259,0.00438,0.00417,NA,15.67,NA,11.67,NA,NA,15.81,24.3,NA,NA,NA,NA,NA,NA
02/01/2024 06:00,NA,NA,0.02711,0.00919,NA,0.01399,0.02445,0.04007,0.03056,NA,NA,1.28,0.69,NA,0.83,0.77,1.34,0.48,NA,NA,0.0168,0.02627,NA,0.03442,0.01741,0.00241,0.01757,NA,NA,0.00495,0.00241,NA,0.00252,0.00247,0.00461,0.00435,NA,12.1,NA,13.01,NA,NA,14.79,29.52,NA,NA,NA,NA,NA,NA
02/01/2024 07:00,NA,NA,0.03384,0.01914,NA,0.02421,0.02479,0.03711,0.04022,NA,NA,1.45,0.84,NA,0.94,0.84,1.29,0.83,NA,NA,0.00513,0.01214,NA,0.02376,0.01788,0.00366,0.00298,NA,NA,0.00516,0.00238,NA,0.00244,0.00254,0.00454,0.0047,NA,19.95,NA,12.05,NA,NA,18.61,32.37,NA,NA,NA,NA,NA,NA
02/01/2024 08:00,NA,NA,0.03505,0.0293,NA,0.03133,0.03434,0.03907,0.03975,NA,NA,1.69,1.11,NA,1.07,1.28,1.62,0.99,NA,NA,0.00391,0.00292,NA,0.01501,0.00517,0.00232,0.00279,NA,NA,0.00552,0.0024,NA,0.00251,0.00272,0.00473,0.01343,NA,19.61,NA,17.08,NA,NA,31.37,42.47,NA,NA,NA,NA,NA,NA
02/01/2024 09:00,NA,NA,0.02991,0.03008,NA,0.02992,0.03335,0.04276,0.03586,NA,NA,1.92,1.26,NA,1.08,1.31,2.15,0.92,NA,NA,0.0064,0.00581,NA,0.01819,0.00687,0.00549,0.01457,NA,NA,0.00644,0.00274,NA,0.00259,0.00342,0.00521,0.00946,NA,27.54,NA,14.86,NA,NA,28.35,91.47,NA,NA,NA,NA,NA,NA
02/01/2024 10:00,NA,NA,0.03421,0.02809,NA,0.02702,0.03572,0.05309,0.03628,NA,NA,1.72,0.97,NA,0.98,1.52,1.96,0.82,NA,NA,0.00872,0.01299,NA,0.02138,0.00751,0.00341,0.0191,NA,NA,0.0064,0.00252,NA,0.00361,0.00359,0.00574,0.00943,NA,23.77,NA,15.1,NA,NA,19.74,124.38,NA,NA,NA,NA,NA,NA
02/01/2024 11:00,NA,NA,0.03893,0.03442,NA,0.02813,0.0329,0.05247,0.03623,NA,NA,1.93,0.99,NA,1.14,1.32,1.76,0.83,NA,NA,0.01481,0.01539,NA,0.02256,0.01409,0.00823,0.01856,NA,NA,0.00628,0.00291,NA,0.0041,0.00462,0.00509,0.00865,NA,25.98,NA,16.36,NA,NA,26.43,110.43,NA,NA,NA,NA,NA,NA
02/01/2024 12:00,NA,NA,0.02648,0.02473,NA,0.02781,0.01722,0.03646,0.03594,NA,NA,1.5,0.88,NA,1.06,0.94,1.34,0.83,NA,NA,0.03356,0.02934,NA,0.02625,0.03318,0.02201,0.02687,NA,NA,0.00595,0.0081,NA,0.00378,0.00399,0.00594,0.01854,NA,29.94,NA,16.93,NA,NA,30.03,77.66,NA,NA,NA,NA,NA,NA
02/01/2024 13:00,NA,NA,0.00634,0.01004,NA,0.00928,0.00885,0.02256,0.0277,NA,NA,1.11,0.72,NA,0.84,0.7,1.15,0.59,NA,NA,0.05386,0.04046,NA,0.04453,0.04595,0.03304,0.03825,NA,NA,0.00526,0.00377,NA,0.00292,0.00304,0.00798,0.01495,NA,19,NA,10.07,NA,NA,19.54,4.1,NA,NA,NA,NA,NA,NA
02/01/2024 14:00,NA,NA,0.00411,0.00514,NA,0.00765,0.00864,0.01144,0.01993,NA,NA,1.06,0.64,NA,0.81,0.67,1,0.44,NA,NA,0.0593,0.04431,NA,0.04776,0.04962,0.04156,0.05195,NA,NA,0.00484,0.00256,NA,0.00262,0.00256,0.00475,0.00693,NA,10.81,NA,3.99,NA,NA,9.68,32,NA,NA,NA,NA,NA,NA
02/01/2024 15:00,NA,NA,0.00457,0.00524,NA,0.00705,0.00774,0.01211,0.01926,NA,NA,1.07,0.65,NA,0.81,0.68,1.06,0.41,NA,NA,0.06585,0.05006,NA,0.05444,0.05682,0.04399,0.05574,NA,NA,0.00478,0.00262,NA,0.00273,0.00255,0.00421,0.00808,NA,2.97,NA,4.67,NA,NA,15.95,35.72,NA,NA,NA,NA,NA,NA
02/01/2024 16:00,NA,NA,0.00577,0.00636,NA,0.00831,0.00845,0.01256,0.0171,NA,NA,1.11,0.71,NA,0.82,0.7,1.06,0.4,NA,NA,0.06989,0.05508,NA,0.05684,0.05921,0.04892,0.05043,NA,NA,0.00482,0.00296,NA,0.0028,0.00277,0.00462,0.00456,NA,8.68,NA,10.18,NA,NA,8.5,35.44,NA,NA,NA,NA,NA,NA
02/01/2024 17:00,NA,NA,0.00772,0.0095,NA,0.01406,0.01137,0.01788,0.01876,NA,NA,1.14,0.73,NA,0.96,0.76,1.15,0.47,NA,NA,0.06479,0.04892,NA,0.05055,0.0545,0.04132,0.04725,NA,NA,0.00509,0.00282,NA,0.00291,0.00318,0.00509,0.00395,NA,11.64,NA,16.4,NA,NA,2.57,39.66,NA,NA,NA,NA,NA,NA
02/01/2024 18:00,NA,NA,0.01047,0.01368,NA,0.01487,0.01249,0.02505,0.02794,NA,NA,1.18,0.77,NA,0.91,0.76,1.25,0.63,NA,NA,0.05726,0.04199,NA,0.04782,0.05109,0.03379,0.03378,NA,NA,0.005,0.00315,NA,0.0031,0.00347,0.00523,0.00414,NA,10.94,NA,10.99,NA,NA,5.31,50.87,NA,NA,NA,NA,NA,NA
02/01/2024 19:00,NA,NA,0.01653,0.02178,NA,0.02505,0.01716,0.03978,0.03964,NA,NA,1.3,0.83,NA,1.05,0.8,1.57,0.81,NA,NA,0.04488,0.03031,NA,0.03586,0.04115,0.01913,0.02305,NA,NA,0.00541,0.00309,NA,0.00349,0.00385,0.00549,0.00547,NA,17.21,NA,19.56,NA,NA,15.69,75.95,NA,NA,NA,NA,NA,NA
02/01/2024 20:00,NA,NA,0.02106,0.02645,NA,0.03062,0.01806,0.04348,0.03282,NA,NA,1.44,0.87,NA,1.16,0.91,1.65,0.58,NA,NA,0.0356,0.02454,NA,0.02709,0.03641,0.01343,0.01638,NA,NA,0.00679,0.00435,NA,0.00537,0.00539,0.00717,0.00352,NA,16.31,NA,17.12,NA,NA,13.69,80.42,NA,NA,NA,NA,NA,NA
02/01/2024 21:00,NA,NA,0.02763,0.02066,NA,0.04429,0.03395,0.04189,0.02662,NA,NA,1.52,0.83,NA,1.17,1.27,1.58,0.53,NA,NA,0.0231,0.02684,NA,0.01216,0.01243,0.01198,0.02171,NA,NA,0.00657,0.00332,NA,0.00631,0.00633,0.00643,0.00352,NA,22.64,NA,23.41,NA,NA,8.98,87.63,NA,NA,NA,NA,NA,NA
02/01/2024 22:00,NA,NA,0.02547,0.02899,NA,0.04083,0.03083,0.02641,0.02943,NA,NA,1.44,0.93,NA,1.19,1.06,1.23,0.56,NA,NA,0.02185,0.01644,NA,0.01069,0.01154,0.01782,0.01764,NA,NA,0.0064,0.00264,NA,0.00529,0.00601,0.00441,0.00401,NA,14.07,NA,24.05,NA,NA,3.39,76.38,NA,NA,NA,NA,NA,NA
02/01/2024 23:00,NA,NA,0.02321,0.02369,NA,0.03698,0.02956,0.03702,0.03474,NA,NA,1.34,0.8,NA,1.1,1.05,1.38,0.54,NA,NA,0.01928,0.01416,NA,0.00992,0.01056,0.0068,0.01035,NA,NA,0.00922,0.0024,NA,0.00475,0.00371,0.0048,0.00404,NA,14.3,NA,23.07,NA,NA,6.71,81.99,NA,NA,NA,NA,NA,NA
03/01/2024 00:00,NA,NA,0.02187,0.01747,NA,0.03428,0.02989,0.0315,0.02282,NA,NA,1.28,0.71,NA,1.13,1.14,1.21,0.33,NA,NA,0.01979,0.0152,NA,0.0093,0.00701,0.00765,0.02453,NA,NA,0.00754,0.00227,NA,0.00337,0.00348,0.00433,0.00353,NA,15.59,NA,26.96,NA,NA,8.73,78.96,NA,NA,NA,NA,NA,NA
03/01/2024 01:00,NA,NA,0.02782,0.01546,NA,0.03454,0.02181,0.03323,0.01843,NA,NA,1.32,0.71,NA,1.12,0.84,1.34,0.25,NA,NA,0.00938,0.01368,NA,0.00636,0.01384,0.00356,0.02976,NA,NA,0.00795,0.00233,NA,0.01018,0.00318,0.00436,0.00332,NA,14.98,NA,26.75,NA,NA,6.91,72.43,NA,NA,NA,NA,NA,NA
03/01/2024 02:00,NA,NA,0.02563,0.01891,NA,0.02811,0.02426,0.01469,0.01832,NA,NA,1.21,0.76,NA,0.94,0.82,1.02,0.25,NA,NA,0.00877,0.00772,NA,0.00924,0.00892,0.01757,0.0275,NA,NA,0.00565,0.00235,NA,0.00392,0.00289,0.00419,0.00366,NA,11.25,NA,21.54,NA,NA,6.79,50.48,NA,NA,NA,NA,NA,NA
03/01/2024 03:00,NA,NA,0.02607,0.01397,NA,0.025,0.01769,0.01713,0.01643,NA,NA,1.21,0.66,NA,0.95,0.73,1.01,0.2,NA,NA,0.00709,0.01408,NA,0.0099,0.01258,0.01344,0.03014,NA,NA,0.00602,0.00239,NA,0.00346,0.00261,0.00395,0.00339,NA,14.07,NA,20.65,NA,NA,6.55,46.4,NA,NA,NA,NA,NA,NA
03/01/2024 04:00,NA,NA,0.02465,0.01511,NA,0.03087,0.0139,0.02069,0.02256,NA,NA,1.23,0.63,NA,1.04,0.7,0.97,0.22,NA,NA,0.00705,0.01457,NA,0.00389,0.01718,0.00941,0.02238,NA,NA,0.00576,0.00253,NA,0.00299,0.00235,0.00395,0.00356,NA,11.1,NA,24.73,NA,NA,6.39,43.16,NA,NA,NA,NA,NA,NA
03/01/2024 05:00,NA,NA,0.02276,0.02317,NA,0.03048,0.01779,0.01675,0.0255,NA,NA,1.24,0.65,NA,1.14,0.75,1.01,0.32,NA,NA,0.00681,0.00625,NA,0.00351,0.00919,0.01309,0.01403,NA,NA,0.00541,0.00223,NA,0.0029,0.00227,0.00373,0.00446,NA,9.46,NA,25.35,NA,NA,10.17,40.38,NA,NA,NA,NA,NA,NA
03/01/2024 06:00,NA,NA,0.02411,0.02506,NA,0.03252,0.02404,0.02392,0.0275,NA,NA,1.38,0.75,NA,1.16,1.02,1.2,0.56,NA,NA,0.00474,0.00174,NA,0.00141,0.00222,0.00699,0.00951,NA,NA,0.00562,0.00247,NA,0.00374,0.00258,0.00416,0.0055,NA,12.61,NA,26.55,NA,NA,18.49,37.97,NA,NA,NA,NA,NA,NA
03/01/2024 07:00,NA,NA,0.0229,0.02495,NA,0.02961,0.02696,0.02947,0.03389,NA,NA,1.85,0.94,NA,1.39,1.73,1.81,1,NA,NA,0.00378,0.00139,NA,0.00257,0.00137,0.00187,0.00209,NA,NA,0.00657,0.00241,NA,0.00357,0.00304,0.00446,0.00589,NA,13.25,NA,27.15,NA,NA,17.96,64.72,NA,NA,NA,NA,NA,NA
03/01/2024 08:00,NA,NA,0.02266,0.02294,NA,0.03305,0.02428,0.03168,0.03222,NA,NA,2.74,1.42,NA,2.11,2.18,2.53,2.1,NA,NA,0.00371,0.00124,NA,0.00102,0.0014,0.00177,0.00178,NA,NA,0.00796,0.00264,NA,0.00402,0.00334,0.00481,0.00717,NA,17.7,NA,28.78,NA,NA,21.16,81.58,NA,NA,NA,NA,NA,NA
03/01/2024 09:00,NA,NA,0.02845,0.03087,NA,0.0302,0.02348,0.03742,0.02927,NA,NA,2.4,2.13,NA,1.76,1.93,2.79,1.1,NA,NA,0.0048,0.00217,NA,0.00636,0.00425,0.00275,0.01123,NA,NA,0.00847,0.00333,NA,0.00384,0.00402,0.00614,0.00581,NA,34.64,NA,26.29,NA,NA,20.99,97.55,NA,NA,NA,NA,NA,NA
03/01/2024 10:00,NA,NA,0.02908,0.03896,NA,0.03755,0.01846,0.03317,0.02258,NA,NA,1.66,1.24,NA,1.46,1.13,1.35,0.53,NA,NA,0.01669,0.00679,NA,0.00867,0.01797,0.01094,0.02723,NA,NA,0.00686,0.00761,NA,0.00459,0.00517,0.00902,0.01002,NA,43.62,NA,19.39,NA,NA,17.18,92.8,NA,NA,NA,NA,NA,NA
03/01/2024 11:00,NA,NA,0.01382,0.01187,NA,0.022,0.01778,0.02871,0.01946,NA,NA,1.22,0.74,NA,1.02,1.02,1.25,0.41,NA,NA,0.03356,0.02808,NA,0.02399,0.02641,0.01953,0.03704,NA,NA,0.00803,0.00502,NA,0.00688,0.00964,0.00796,0.01032,NA,27.67,NA,21.08,NA,NA,12.55,59.68,NA,NA,NA,NA,NA,NA
03/01/2024 12:00,NA,NA,0.00509,0.00784,NA,0.01003,0.00799,0.01623,0.02271,NA,NA,1.07,0.68,NA,0.84,0.66,1.02,0.47,NA,NA,0.04787,0.03629,NA,0.03675,0.0396,0.0326,0.0424,NA,NA,0.00628,0.00342,NA,0.00648,0.004,0.00607,0.01357,NA,12.72,NA,9.59,NA,NA,12.16,27.16,NA,NA,NA,NA,NA,NA
03/01/2024 13:00,NA,NA,0.00487,0.00535,NA,0.00744,0.00752,0.00965,0.01901,NA,NA,1.05,0.63,NA,0.81,0.62,0.92,0.4,NA,NA,0.05364,0.04301,NA,0.04358,0.04426,0.04067,0.05195,NA,NA,0.00578,0.00301,NA,0.00502,0.00314,0.00488,0.0072,NA,3.54,NA,1.69,NA,NA,15.4,12.09,NA,NA,NA,NA,NA,NA
03/01/2024 14:00,NA,NA,0.00482,0.00536,NA,0.00764,0.00753,0.01011,0.01882,NA,NA,1.05,0.62,NA,0.81,0.62,0.94,0.38,NA,NA,0.06026,0.04725,NA,0.04891,0.04923,0.04461,0.05676,NA,NA,0.00548,0.00286,NA,0.00454,0.0028,0.00464,0.00741,NA,7.03,NA,0.84,NA,NA,6.98,14.59,NA,NA,NA,NA,NA,NA
03/01/2024 15:00,NA,NA,0.00406,0.00531,NA,0.00705,0.00712,0.01095,0.01542,NA,NA,1.03,0.61,NA,0.84,0.59,0.95,0.31,NA,NA,0.0606,0.04499,NA,0.04935,0.05168,0.04306,0.06544,NA,NA,0.00489,0.00258,NA,0.0028,0.00266,0.00465,0.00618,NA,2.11,NA,1.78,NA,NA,8.6,17.33,NA,NA,NA,NA,NA,NA
