"Date_Time","CAP_NO2","COR_NO2","EPG_NO2","FEO_NO2","JOV_NO2","SJU_NO2","CAP_CO","COR_CO","EPG_CO","FEO_CO","JOV_CO","SJU_CO","CAP_O3","COR_O3","EPG_O3","FEO_O3","JOV_O3","SJU_O3","CAP_SO2","COR_SO2","EPG_SO2","FEO_SO2","JOV_SO2","SJU_SO2","CAP_PM25","COR_PM25","EPG_PM25","FEO_PM25","JOV_PM25","SJU_PM25","CAP_PM10","COR_PM10","EPG_PM10","FEO_PM10","JOV_PM10","SJU_PM10"
"2024-07-30 14:00:00",0.006,0.006,0.009,0.006,0.008,0.002,1.83,1.07,0.17,0.88,0.66,0.11,0.036,0.04,0.027,0.03,0.034,0.031,0.003,0.002,0.002,0.001,0.001,0.002,0,2,2,0,0,2,13,0,0,0,0,0
"2024-07-30 15:00:00",0.006,0.005,0.008,0.006,0.006,0.002,1.82,1.06,0.16,0.86,0.64,0.1,0.037,0.041,0.027,0.03,0.035,0.033,0.004,0.002,0.002,0.001,0.001,0.002,0,1,2,0,0,1,11,0,0,0,0,0
"2024-07-30 16:00:00",0.006,0.005,0.009,0.006,0.007,0.003,1.8,1.05,0.16,0.83,0.62,0.09,0.036,0.04,0.026,0.029,0.033,0.031,0.003,0.002,0.001,0.001,0.001,0.002,0,2,3,6,0,2,9,0,0,0,0,0
"2024-07-30 17:00:00",0.009,0.005,0.007,0.005,0.007,0.003,1.79,1.04,0.15,0.8,0.61,0.09,0.03,0.037,0.025,0.028,0.031,0.032,0.005,0.002,0.001,0.001,0.001,0.002,0,3,3,3,0,5,15,0,0,0,0,0
"2024-07-30 18:00:00",0.008,0.005,0.009,0.006,0.008,0.003,1.78,1.03,0.15,0.78,0.6,0.09,0.029,0.033,0.022,0.026,0.027,0.029,0.006,0.002,0.001,0.001,0.001,0.002,0,4,4,4,0,6,21,0,0,0,0,0
"2024-07-30 19:00:00",0.012,0.007,0.011,0.007,0.011,0.005,1.77,1.02,0.15,0.76,0.6,0.11,0.022,0.028,0.02,0.023,0.021,0.024,0.006,0.002,0.001,0.001,0.001,0.002,0,4,6,6,0,6,28,0,0,0,0,0
"2024-07-30 20:00:00",0.01,0.01,0.015,0.008,0.015,0.008,1.77,1.02,0.17,0.77,0.59,0.14,0.025,0.024,0.016,0.02,0.015,0.02,0.002,0.002,0.002,0.001,0.001,0.002,0,7,8,8,0,8,36,0,0,0,0,0
"2024-07-30 21:00:00",0.012,0.013,0.014,0.008,0.014,0.007,1.78,1.02,0.19,0.77,0.59,0.15,0.02,0.019,0.016,0.019,0.015,0.019,0.002,0.002,0.002,0.001,0.001,0.002,0,9,8,7,0,8,42,0,0,0,0,0
"2024-07-30 22:00:00",0.013,0.014,0.011,0.008,0.019,0.006,1.79,1.03,0.19,0.79,0.6,0.16,0.017,0.018,0.018,0.019,0.01,0.022,0.002,0.002,0.002,0.001,0.001,0.002,0,11,9,7,0,10,42,0,0,0,0,0
"2024-07-30 23:00:00",0.009,0.014,0.008,0.008,0.018,0.004,1.8,1.04,0.19,0.81,0.6,0.16,0.019,0.017,0.018,0.018,0.009,0.026,0.001,0.002,0.002,0.001,0.001,0.002,0,12,10,7,0,9,37,0,0,0,0,0
"2024-07-31 00:00:00",0.006,0.016,0.006,0.008,0.017,0.003,1.8,1.04,0.18,0.83,0.61,0.15,0.022,0.013,0.019,0.018,0.009,0.027,0.001,0.002,0.002,0.001,0.001,0.002,0,13,11,9,0,8,28,0,0,0,0,0
"2024-07-31 01:00:00",0.006,0.013,0.007,0.006,0.019,0.003,1.81,1.04,0.17,0.84,0.61,0.14,0.021,0.016,0.017,0.02,0.006,0.025,0.001,0.002,0.002,0.001,0.001,0.002,0,15,11,12,0,10,25,0,0,0,0,0
"2024-07-31 02:00:00",0.005,0.014,0.005,0.005,0.019,0.002,1.8,1.04,0.16,0.84,0.6,0.13,0.022,0.014,0.019,0.02,0.006,0.024,0.001,0.002,0.001,0.001,0.001,0.002,0,14,11,7,0,12,23,0,0,0,0,0
"2024-07-31 03:00:00",0.004,0.012,0.005,0.004,0.016,0.002,1.8,1.04,0.14,0.82,0.6,0.1,0.023,0.016,0.02,0.021,0.01,0.023,0.002,0.002,0.001,0.001,0.001,0.002,0,13,11,6,0,10,21,0,0,0,0,0
"2024-07-31 04:00:00",0.005,0.013,0.004,0.004,0.015,0.002,1.79,1.03,0.11,0.79,0.59,0.08,0.021,0.015,0.02,0.022,0.01,0.025,0.001,0.002,0.002,0.001,0.001,0.002,0,13,10,6,0,9,18,0,0,0,0,0
"2024-07-31 05:00:00",0.006,0.011,0.005,0.004,0.012,0.003,1.78,1.02,0.09,0.75,0.58,0.05,0.02,0.017,0.02,0.022,0.014,0.017,0.001,0.002,0.002,0.001,0.001,0.002,0,15,9,7,0,10,17,0,0,0,0,0
"2024-07-31 06:00:00",0.008,0.013,0.008,0.006,0.016,0.003,1.77,1.02,0.08,0.73,0.58,0.03,0.019,0.015,0.018,0.018,0.009,0.018,0.001,0.001,0.002,0.001,0.001,0.002,0,12,9,7,0,10,22,0,0,0,0,0
"2024-07-31 07:00:00",0.011,0.018,0.011,0.011,0.016,0.005,1.77,1.03,0.08,0.74,0.58,0.03,0.014,0.01,0.015,0.01,0.01,0.018,0.001,0.002,0.002,0.001,0.001,0.002,0,12,10,7,0,10,29,0,0,0,0,0
"2024-07-31 08:00:00",0.012,0.012,0.011,0.011,0.014,0.004,1.79,1.03,0.09,0.76,0.58,0.04,0.013,0.018,0.015,0.011,0.014,0.02,0.001,0.002,0.002,0.001,0.001,0.002,0,12,11,8,0,9,32,0,0,0,0,0
"2024-07-31 09:00:00",0.008,0.008,0.011,0.009,0.01,0.005,1.8,1.04,0.1,0.78,0.59,0.05,0.022,0.024,0.017,0.017,0.02,0.023,0.002,0.001,0.002,0.001,0.001,0.002,0,8,11,9,0,10,35,0,0,0,0,0
"2024-07-31 10:00:00",0.005,0.007,0.008,0.007,0.009,0.004,1.82,1.04,0.11,0.81,0.6,0.06,0.031,0.029,0.023,0.021,0.026,0.032,0.002,0.002,0.002,0.001,0.001,0.002,0,7,10,7,0,11,35,0,0,0,0,0
"2024-07-31 11:00:00",0.006,0.009,0.009,0.007,0.01,0.004,1.83,1.05,0.12,0.85,0.6,0.08,0.042,0.038,0.031,0.031,0.034,0.041,0.002,0.002,0.002,0.001,0.001,0.002,0,7,10,6,0,11,34,0,0,0,0,0
"2024-07-31 12:00:00",0.006,0.009,0.006,0.007,0.01,0.003,1.84,1.06,0.12,0.87,0.61,0.09,0.057,0.05,0.043,0.04,0.046,0.044,0.002,0.002,0.002,0.001,0.002,0.002,0,8,9,6,0,12,30,0,0,0,0,0
"2024-07-31 13:00:00",0.008,0.007,0.007,0.008,0.008,0.004,1.85,1.07,0.13,0.88,0.61,0.1,0.065,0.066,0.048,0.048,0.058,0.045,0.003,0.002,0.002,0.001,0.001,0.002,0,10,10,7,0,12,28,0,0,0,0,0
"2024-07-31 14:00:00",0.006,0.006,0.007,0.009,0.007,0.004,1.86,1.08,0.14,0.89,0.61,0.11,0.067,0.066,0.048,0.051,0.056,0.044,0.002,0.002,0.002,0.001,0.001,0.002,0,12,11,12,0,11,27,0,0,0,0,0
"2024-07-31 15:00:00",0.005,0.005,0.008,0.008,0.007,0.003,1.85,1.06,0.13,0.87,0.6,0.11,0.065,0.062,0.045,0.048,0.054,0.042,0.002,0.002,0.002,0.001,0.001,0.002,0,12,10,15,0,13,27,0,0,0,0,0
"2024-07-31 16:00:00",0.009,0.005,0.009,0.007,0.007,0.003,1.83,1.06,0.13,0.83,0.59,0.11,0.046,0.055,0.034,0.038,0.046,0.039,0.004,0.002,0.002,0.001,0.001,0.002,0,10,10,12,0,10,32,0,0,0,0,0
"2024-07-31 17:00:00",0.008,0.005,0.01,0.007,0.007,0.004,1.82,1.05,0.13,0.8,0.58,0.11,0.041,0.043,0.03,0.033,0.036,0.036,0.003,0.002,0.001,0.001,0.001,0.002,0,10,9,10,0,8,33,0,0,0,0,0
"2024-07-31 18:00:00",0.007,0.006,0.01,0.008,0.009,0.004,1.81,1.05,0.13,0.78,0.57,0.12,0.038,0.038,0.027,0.03,0.031,0.032,0.002,0.002,0.002,0.001,0.001,0.002,0,11,10,9,0,9,36,0,0,0,0,0
"2024-07-31 19:00:00",0.009,0.008,0.011,0.009,0.012,0.005,1.81,1.04,0.14,0.77,0.57,0.11,0.029,0.032,0.023,0.025,0.025,0.034,0.003,0.002,0.001,0.001,0.001,0.005,0,11,11,9,0,11,42,0,0,0,0,0
"2024-07-31 20:00:00",0.009,0.007,0.011,0.009,0.012,0.017,1.81,1.04,0.15,0.78,0.58,0.12,0.037,0.043,0.029,0.022,0.037,0.046,0.003,0.002,0.001,0.001,0.001,0.049,0,12,12,11,0,10,54,0,0,0,0,0
"2024-07-31 21:00:00",0.008,0.009,0.016,0.011,0.021,0.025,1.8,1.03,0.16,0.8,0.59,0.13,0.055,0.048,0.042,0.039,0.041,0.029,0.001,0.002,0.002,0.001,0.001,0.01,0,14,13,11,0,9,50,0,0,0,0,0
"2024-07-31 22:00:00",0.011,0.02,0.022,0.015,0.033,0.036,1.81,1.05,0.17,0.81,0.62,0.16,0.043,0.03,0.034,0.031,0.026,0.009,0.001,0.002,0.002,0.001,0.001,0.005,0,15,10,10,0,7,38,0,0,0,0,0
"2024-07-31 23:00:00",0.019,0.024,0.028,0.016,0.023,0.018,1.83,1.09,0.19,0.83,0.63,0.17,0.026,0.02,0.021,0.027,0.029,0.02,0.001,0.002,0.002,0.001,0.001,0.004,0,14,8,9,0,7,33,0,0,0,0,0
